tweet_id,retweet_count,favorite_count
796904159865868288,8613,0
796865951799083009,1877,7491
796759840936919040,2928,11484
796563435802726400,6957,0
796484825502875648,1692,7360
796387464403357696,4010,10717
796177847564038144,13736,0
796149749086875649,13736,31315
796125600683540480,1736,4849
796116448414461957,2320,8848
796080075804475393,2224,8225
796031486298386433,3598,10519
795464331001561088,22629,48024
795400264262053889,2760,9761
795076730285391872,5250,15753
794983741416415232,3240,0
794926597468000259,2218,9944
794355576146903043,9917,0
794332329137291264,2594,9365
794205286408003585,3203,9002
793962221541933056,4704,16334
793845145112371200,1793,8983
793614319594401792,3018,0
793601777308463104,1559,7781
793500921481273345,2293,10384
793286476301799424,8823,23911
793271401113350145,2315,8474
793256262322548741,8043,19420
793241302385262592,3175,10218
793226087023144960,2787,9534
793210959003287553,2689,8682
793195938047070209,5420,14817
793180763617361921,1927,6737
793165685325201412,2695,9129
793150605191548928,1639,5985
793135492858580992,2423,6239
793120401413079041,3774,12306
792913359805018113,3822,13927
792883833364439040,4115,10996
792773781206999040,1627,7172
792394556390137856,4139,13047
792050063153438720,1714,6947
791821351946420224,20345,0
791784077045166082,9186,0
791780927877898241,3679,0
791774931465953280,21345,43778
791672322847637504,3018,11444
791406955684368384,3966,12795
791312159183634433,2438,8524
791026214425268224,3929,0
790987426131050500,2056,9542
790946055508652032,4508,16249
790723298204217344,2221,0
790698755171364864,1854,7999
790581949425475584,6851,20070
790337589677002753,1825,7620
790277117346975746,3049,12222
790227638568808452,3420,0
789986466051088384,2221,9013
789960241177853952,3950,0
789903600034189313,3982,10036
789628658055020548,1694,7273
789599242079838210,1852,6552
789530877013393408,3240,11400
789314372632018944,2198,8388
789280767834746880,4727,0
789268448748703744,2523,8874
789137962068021249,2679,9449
788908386943430656,12020,26696
788765914992902144,9917,26573
788552643979468800,6867,0
788412144018661376,5075,15099
788178268662984705,2021,7058
788150585577050112,1232,5949
788070120937619456,3303,0
788039637453406209,1268,5952
787810552592695296,2928,8361
787717603741622272,2667,9959
787397959788929025,2748,10591
787322443945877504,1670,7583
787111942498508800,6478,0
786963064373534720,7665,25901
786729988674449408,2337,0
786709082849828864,5890,17764
786664955043049472,2437,10270
786595970293370880,3017,9222
786363235746385920,3327,10545
786286427768250368,2720,7730
786233965241827333,4521,14786
786051337297522688,152,1388
786036967502913536,6697,0
785927819176054784,3077,11077
785872687017132033,1728,6511
785639753186217984,2153,7647
785533386513321988,1899,8813
785515384317313025,1201,5957
785264754247995392,1563,7057
785170936622350336,4633,11652
784826020293709826,3102,9791
784517518371221505,2421,8705
784431430411685888,1226,5564
784183165795655680,7715,19433
784057939640352768,10649,28832
783839966405230592,10354,29015
783821107061198850,1882,7147
783695101801398276,3079,10140
783466772167098368,2145,8189
783391753726550016,5231,16383
783347506784731136,5310,0
783334639985389568,11177,28198
783085703974514689,2093,7907
782969140009107456,7066,23407
782747134529531904,1356,7244
782722598790725632,5155,16711
782598640137187329,1805,7563
782305867769217024,5306,16108
782021823840026624,5936,0
781955203444699136,3213,10817
781661882474196992,2594,10120
781655249211752448,1087,3875
781524693396357120,5307,20088
781308096455073793,2450,6914
781251288990355457,1985,8131
781163403222056960,2636,9498
780931614150983680,6957,20968
780858289093574656,1922,6961
780800785462489090,1239,5310
780601303617732608,3204,11715
780543529827336192,1672,6105
780496263422808064,3519,0
780476555013349377,108,0
780459368902959104,1026,5119
780192070812196864,2149,8431
780092040432480260,2204,0
780074436359819264,4720,11711
779834332596887552,6697,18221
779377524342161408,2971,8472
779124354206535695,17467,0
779056095788752897,4334,14270
778990705243029504,6845,19261
778774459159379968,9422,0
778764940568104960,347,835
778748913645780993,1247,6643
778650543019483137,1426,5564
778624900596654080,968,4454
778408200802557953,4120,13164
778396591732486144,11650,0
778383385161035776,1047,5633
778286810187399168,3158,10015
778039087836069888,2529,8192
778027034220126208,1533,6350
777953400541634568,3359,0
777885040357281792,1558,6144
777684233540206592,2803,10858
777641927919427584,4034,0
777621514455814149,2398,8442
777189768882946048,4110,13711
776819012571455488,13024,0
776813020089548800,1144,4714
776477788987613185,2640,8482
776249906839351296,8703,0
776218204058357768,15111,28772
776201521193218049,2402,9230
776113305656188928,4152,11383
776088319444877312,145,1766
775898661951791106,15980,0
775842724423557120,2534,11313
775733305207554048,3820,13399
775729183532220416,4398,12549
775364825476165632,2817,7128
775350846108426240,3724,9812
775085132600442880,4491,14996
774757898236878852,1698,8325
774639387460112384,1651,6510
774314403806253056,5235,21020
773985732834758656,3685,10380
773922284943896577,1666,6190
773704687002451968,1541,6382
773670353721753600,1255,5173
773547596996571136,5837,21305
773336787167145985,4823,0
773308824254029826,7136,22532
773247561583001600,3101,9133
773191612633579521,3938,9640
772877495989305348,3687,8260
772826264096874500,2261,7752
772615324260794368,3220,0
772581559778025472,1628,6274
772193107915964416,1322,5798
772152991789019136,1086,3679
772117678702071809,702,3624
772114945936949249,450,2636
772102971039580160,893,3852
771908950375665664,1801,6327
771770456517009408,3227,11560
771500966810099713,2493,7988
771380798096281600,4823,10143
771171053431250945,7081,0
771136648247640064,2785,8822
771102124360998913,1371,6001
771014301343748096,1579,6652
770787852854652928,1146,4757
770772759874076672,1357,5003
770655142660169732,1708,7099
770414278348247044,1993,6101
770293558247038976,1395,5982
770093767776997377,2899,0
770069151037685760,2179,7314
769940425801170949,9090,30078
769695466921623552,1603,6198
769335591808995329,7351,0
769212283578875904,1639,5190
768970937022709760,6174,13737
768909767477751808,2534,0
768855141948723200,850,4032
768609597686943744,1133,3947
768596291618299904,1220,4853
768554158521745409,5532,0
768473857036525572,3251,13099
768193404517830656,3359,10469
767884188863397888,1299,4567
767754930266464257,5106,15389
767500508068192258,2216,7233
767191397493538821,3587,11837
767122157629476866,2724,9790
766793450729734144,1293,4857
766714921925144576,361,2512
766693177336135680,755,3872
766423258543644672,1497,5776
766313316352462849,1788,6520
766078092750233600,2493,0
766069199026450432,804,4053
766008592277377025,475,3619
765719909049503744,2052,6971
765669560888528897,1174,4987
765395769549590528,3217,25727
765371061932261376,2065,6820
765222098633691136,3220,11183
764857477905154048,1692,6223
764259802650378240,1433,5783
763956972077010945,51,743
763837565564780549,3929,12062
763183847194451968,1399,5168
763167063695355904,2850,0
763103485927849985,2192,7098
762699858130116608,3420,11656
762471784394268675,6081,10775
762464539388485633,3950,9906
762316489655476224,1058,4608
762035686371364864,14717,30539
761976711479193600,1893,5190
761750502866649088,3709,0
761745352076779520,823,4124
761672994376806400,27547,47399
761599872357261312,1122,3973
761371037149827077,17173,0
761334018830917632,1378,4966
761292947749015552,1033,4309
761227390836215808,1491,5120
761004547850530816,3303,10906
760893934457552897,919,3666
760656994973933572,1803,6319
760641137271070720,1223,4798
760539183865880579,3441,7252
760521673607086080,1322,4029
760290219849637889,10876,25705
760252756032651264,817,3787
760190180481531904,1700,5469
760153949710192640,30,0
759943073749200896,1978,5700
759846353224826880,1869,6459
759793422261743616,1808,5724
759557299618865152,1138,4496
759447681597108224,2337,8153
759446261539934208,464,1606
759197388317847553,1843,5830
759159934323924993,1102,0
759099523532779520,3932,13935
759047813560868866,1906,6214
758854675097526272,861,3406
758828659922702336,3659,10745
758740312047005698,1534,5496
758474966123810816,941,3644
758467244762497024,2089,4599
758405701903519748,1811,4995
758355060040593408,1001,3238
758099635764359168,9422,18190
758041019896193024,351,2594
757741869644341248,3100,6586
757729163776290825,7444,0
757725642876129280,1146,4358
757611664640446465,1033,4391
757597904299253760,285,0
757596066325864448,992,4167
757400162377592832,6485,14488
757393109802180609,1630,5575
757354760399941633,1335,4322
756998049151549440,1888,6017
756939218950160384,1903,6367
756651752796094464,1229,4830
756526248105566208,3400,9966
756303284449767430,1043,3781
756288534030475264,16772,42224
756275833623502848,1447,6106
755955933503782912,2707,6997
755206590534418437,5051,15729
755110668769038337,10494,20275
754874841593970688,7465,0
754856583969079297,2366,6612
754747087846248448,494,2472
754482103782404096,1842,5059
754449512966619136,694,3588
754120377874386944,2226,7562
753655901052166144,2061,5586
753420520834629632,3344,7531
753398408988139520,1791,5495
753375668877008896,2204,7313
753298634498793472,5370,0
753294487569522689,984,3207
753039830821511168,19742,35473
753026973505581056,904,3753
752932432744185856,6478,12048
752917284578922496,1478,6649
752701944171524096,2704,0
752682090207055872,1500,5764
752660715232722944,1472,4178
752568224206688256,2154,5258
752519690950500352,3246,7039
752334515931054080,1035,3669
752309394570878976,15297,0
752173152931807232,1728,5689
751950017322246144,859,2925
751937170840121344,1233,4946
751830394383790080,1842,5564
751793661361422336,2716,5543
751598357617971201,2896,7614
751583847268179968,1033,4205
751538714308972544,1183,4833
751456908746354688,945,3083
751251247299190784,5541,11991
751205363882532864,1715,6036
751132876104687617,1221,4838
750868782890057730,1288,4572
750719632563142656,4727,12580
750506206503038976,1080,4246
750429297815552001,4034,12608
750383411068534784,1077,4353
750381685133418496,28,681
750147208377409536,907,2986
750132105863102464,1216,3465
750117059602808832,1239,4169
750101899009982464,796,2920
750086836815486976,504,2079
750071704093859840,3116,7444
750056684286914561,852,3035
750041628174217216,580,3036
750026558547456000,738,2600
750011400160841729,850,3091
749996283729883136,774,2909
749981277374128128,2334,4891
749774190421639168,1255,4469
749417653287129088,1548,5843
749403093750648834,501,2494
749395845976588288,3250,8174
749317047558017024,2100,5222
749075273010798592,1948,5498
749064354620928000,1446,4595
749036806121881602,750,2953
748977405889503236,3212,10277
748932637671223296,2122,5538
748705597323898880,899,2653
748699167502000129,1494,4526
748692773788876800,1255,4035
748575535303884801,1870,5795
748568946752774144,636,2105
748346686624440324,1158,4984
748337862848962560,3857,7245
748324050481647620,714,3528
748307329658011649,672,3528
748220828303695873,7325,13470
747963614829678593,2014,5522
747933425676525569,2411,6317
747885874273214464,912,2787
747844099428986880,700,2697
747816857231626240,1097,4605
747651430853525504,146,1304
747648653817413632,5487,12277
747600769478692864,534,2229
747594051852075008,982,3503
747512671126323200,1521,5259
747461612269887489,984,3690
747439450712596480,1800,5152
747242308580548608,2723,0
747219827526344708,1481,5011
747204161125646336,858,3206
747103485104099331,3728,9094
746906459439529985,275,2773
746872823977771008,2015,5710
746818907684614144,1650,5062
746790600704425984,1511,4631
746757706116112384,3679,9091
746726898085036033,1686,5766
746542875601690625,1786,4803
746521445350707200,926,0
746507379341139972,1024,4444
746369468511756288,1536,5916
746131877086527488,2059,6546
746056683365994496,765,3397
745789745784041472,996,3797
745712589599014916,2188,6675
745433870967832576,2386,6723
745422732645535745,2266,8143
745314880350101504,2575,6795
745074613265149952,3285,7472
745057283344719872,2105,6913
744995568523612160,579,2819
744971049620602880,2515,7487
744709971296780288,1481,5345
744334592493166593,1983,6457
744234799360020481,72837,148308
744223424764059648,337,1567
743980027717509120,1036,3985
743895849529389061,905,3484
743835915802583040,1943,0
743609206067040256,1308,4257
743595368194129920,6120,17389
743545585370791937,887,3359
743510151680958465,3504,7570
743253157753532416,1148,4028
743222593470234624,1799,5889
743210557239623680,1279,3650
742534281772302336,3370,6705
742528092657332225,1842,4201
742465774154047488,3695,6902
742423170473463808,3519,9339
742385895052087300,1840,6464
742161199639494656,1277,4089
742150209887731712,1452,4840
741793263812808706,1414,4317
741743634094141440,2582,7735
741438259667034112,768,3502
741303864243200000,3017,8342
741099773336379392,5185,9481
741067306818797568,2899,9079
740995100998766593,2555,6012
740711788199743490,889,3221
740699697422163968,732,2706
740676976021798912,6407,17251
740373189193256964,12492,33297
740365076218183684,399,2322
740359016048689152,811,3114
740214038584557568,1837,6339
739979191639244800,5532,18933
739932936087216128,1011,3856
739844404073074688,807,3605
739623569819336705,1276,3578
739606147276148736,1549,5118
739544079319588864,19854,37353
739485634323156992,2717,6756
739238157791694849,54381,109820
738891149612572673,6,97
738885046782832640,1072,3577
738883359779196928,740,3121
738537504001953792,1438,4814
738402415918125056,769,3084
738184450748633089,1143,4083
738166403467907072,3118,8278
738156290900254721,599,2356
737826014890496000,1649,4979
737800304142471168,3250,9484
737678689543020544,1235,4759
737445876994609152,4183,9705
737322739594330112,755,3406
737310737551491075,6941,13883
736736130620620800,1607,4005
736392552031657984,6867,16768
736365877722001409,1158,3765
736225175608430592,2620,7685
736010884653420544,2765,7441
735991953473572864,1065,3386
735648611367784448,1037,3829
735635087207878657,2204,5825
735274964362878976,4689,12343
735256018284875776,826,3155
735137028879360001,912,2960
734912297295085568,493,2608
734787690684657664,5927,11867
734776360183431168,501,2381
734559631394082816,371,1410
733828123016450049,734,3384
733822306246479872,962,3489
733482008106668032,884,2955
733460102733135873,1178,3963
733109485275860992,15977,50603
732732193018155009,499,2301
732726085725589504,827,3366
732585889486888962,734,3453
732375214819057664,2347,7645
732005617171337216,5026,14065
731285275100512256,932,3320
731156023742988288,1183,3626
