tweet_id,retweet_count,favorite_count
730924654643314689,1853,5812
730573383004487680,1985,4593
730427201120833536,973,3294
730211855403241472,991,3595
730196704625098752,1748,4554
729854734790754305,1042,3813
729838605770891264,352,1636
729823566028484608,1162,3754
729463711119904772,2155,5453
729113531270991872,296,1776
728986383096946689,762,2967
728760639972315136,1590,4394
728751179681943552,637,2616
728653952833728512,973,3125
728409960103686147,1876,4628
728387165835677696,899,3511
728046963732717569,1123,4048
728035342121635841,1558,4290
728015554473250816,1026,3899
727685679342333952,596,2808
727644517743104000,1638,5537
727524757080539137,1127,4223
727314416056803329,697,3154
727286334147182592,770,2890
727175381690781696,1291,3691
727155742655025152,1232,3414
726935089318363137,2280,6503
726887082820554753,1413,3625
726828223124897792,943,3379
726224900189511680,1072,4185
725842289046749185,2493,6701
725786712245440512,1284,3949
725729321944506368,1656,4925
725458796924002305,573,1338
724983749226668032,1211,3531
724771698126512129,586,2213
724405726123311104,1556,5007
724049859469295616,1663,4080
724046343203856385,521,2515
724004602748780546,1433,3942
723912936180330496,1156,3688
723688335806480385,2724,7234
723673163800948736,833,2861
723179728551723008,1744,4999
722974582966214656,1468,3873
722613351520608256,1533,4715
721503162398597120,1696,4351
721001180231503872,573,2397
720785406564900865,721,2920
720775346191278080,606,2322
720415127506415616,1404,3902
720389942216527872,2331,6026
720340705894408192,912,2706
720059472081784833,1050,3650
720043174954147842,1878,4684
719991154352222208,1624,4586
719704490224398336,1331,4296
719551379208073216,1774,4775
719367763014393856,703,2654
719339463458033665,1154,4213
719332531645071360,888,3253
718971898235854848,1010,3286
718939241951195136,1631,4949
718631497683582976,7469,17819
718613305783398402,449,2314
718540630683709445,950,2300
718460005985447936,489,2551
718454725339934721,1412,4597
718246886998687744,459,1804
718234618122661888,932,3656
717841801130979328,560,2322
717790033953034240,1023,2695
717537687239008257,1722,5472
717428917016076293,421,1529
717421804990701568,777,2966
717047459982213120,1793,5942
717009362452090881,894,3060
716802964044845056,1087,4069
716791146589110272,1482,7817
716730379797970944,408,1165
716447146686459905,5484,12340
716439118184652801,198,2264
716285507865542656,986,2626
716080869887381504,1773,6421
715928423106027520,821,3016
715758151270801409,1335,3513
715733265223708672,1578,4421
715704790270025728,529,2627
715696743237730304,1204,3708
715680795826982913,1489,4067
715360349751484417,1462,5175
715342466308784130,641,2875
715220193576927233,610,2285
715200624753819648,1748,4880
715009755312439296,1148,3923
714982300363173890,965,3523
714962719905021952,3974,6950
714957620017307648,1320,3928
714631576617938945,933,3095
714606013974974464,864,3441
714485234495041536,1052,2517
714258258790387713,686,2883
714251586676113411,781,3107
714214115368108032,821,2165
714141408463036416,1320,4096
713919462244790272,742,3118
713909862279876608,509,1794
713900603437621249,685,2692
713761197720473600,1275,4602
713411074226274305,1221,4194
713177543487135744,2680,6833
713175907180089344,1375,4206
712809025985978368,6277,18038
712717840512598017,4633,11650
712668654853337088,1133,3929
712438159032893441,1463,5035
712309440758808576,25,223
712097430750289920,967,3570
712092745624633345,838,2789
712085617388212225,460,3100
712065007010385924,585,2125
711998809858043904,122,0
711968124745228288,2157,7613
711743778164514816,933,2695
711732680602345472,3809,8321
711694788429553666,17173,31049
711652651650457602,852,3654
711363825979756544,1060,3418
711306686208872448,695,3129
711008018775851008,576,2832
710997087345876993,1298,4335
710844581445812225,643,2415
710833117892898816,500,2540
710658690886586372,530,2199
710609963652087808,2227,4539
710588934686908417,1744,4294
710296729921429505,689,2257
710283270106132480,492,2053
710272297844797440,1177,4267
710269109699739648,1044,2271
710153181850935296,838,2757
710140971284037632,833,2598
710117014656950272,1845,5159
709918798883774466,1017,3315
709901256215666688,96,629
709852847387627521,1129,3313
709566166965075968,1120,3352
709556954897764353,1005,3111
709519240576036864,225,1425
709449600415961088,534,2089
709409458133323776,641,2506
709225125749587968,536,2276
709207347839836162,5384,11801
709198395643068416,606,2328
709179584944730112,628,1910
709158332880297985,378,1928
709042156699303936,1529,4473
708853462201716736,614,1708
708845821941387268,835,2809
708834316713893888,471,1595
708810915978854401,6469,15620
708738143638450176,767,2617
708711088997666817,666,2401
708479650088034305,641,2407
708469915515297792,759,2940
708400866336894977,9400,15063
708356463048204288,1241,3387
708349470027751425,694,2237
708149363256774660,1455,4084
708130923141795840,800,3196
708119489313951744,917,2547
708109389455101952,523,1855
708026248782585858,1809,4173
707995814724026368,1053,2969
707983188426153984,2,48
707969809498152960,898,2550
707776935007539200,898,3104
707741517457260545,572,2356
707738799544082433,2284,3858
707693576495472641,937,3218
707629649552134146,814,2433
707610948723478529,5936,16086
707420581654872064,655,2133
707411934438625280,563,2183
707387676719185920,1190,3315
707377100785885184,1011,3094
707315916783140866,595,2347
707297311098011648,734,2649
707059547140169728,634,2466
707038192327901184,737,2068
707021089608753152,1272,3876
707014260413456384,559,2192
706904523814649856,7351,13813
706901761596989440,543,1937
706681918348251136,915,3125
706644897839910912,1025,2430
706593038911545345,595,2045
706538006853918722,1346,3291
706516534877929472,966,2963
706346369204748288,866,3269
706310011488698368,7374,20119
706291001778950144,449,1623
706265994973601792,868,2594
706169069255446529,2067,3700
706166467411222528,1507,4875
706153300320784384,359,1401
705975130514706432,680,2942
705970349788291072,836,3020
705898680587526145,517,2256
705786532653883392,485,1840
705591895322394625,1071,3001
705475953783398401,856,2820
705442520700944385,1502,4171
705428427625635840,1564,3607
705239209544720384,705,2842
705223444686888960,745,2448
705102439679201280,487,2034
705066031337840642,570,2072
704871453724954624,1052,4053
704859558691414016,497,2140
704847917308362754,1420,4818
704819833553219584,918,2507
704761120771465216,2723,6302
704499785726889984,935,2749
704491224099647488,74,707
704480331685040129,1007,3226
704364645503647744,3326,7552
704347321748819968,325,1494
704134088924532736,426,1430
704113298707505153,538,1766
704054845121142784,867,2782
703774238772166656,418,1761
703769065844768768,1061,3098
703631701117943808,624,2426
703611486317502464,1426,3651
703425003149250560,1267,3593
703407252292673536,647,2316
703382836347330562,1068,3320
703356393781329922,361,1819
703268521220972544,510,1883
703079050210877440,2894,7000
703041949650034688,11650,24961
702932127499816960,674,2447
702899151802126337,419,1515
702684942141153280,992,3071
702671118226825216,526,2073
702598099714314240,3224,11608
702539513671897089,905,2741
702332542343577600,1442,3002
702321140488925184,981,3118
702276748847800320,721,2334
702217446468493312,1260,4526
701981390485725185,921,3264
701952816642965504,961,3644
701889187134500865,1297,3351
701805642395348998,1565,3234
701601587219795968,428,1988
701570477911896070,874,2668
701545186879471618,574,2526
701214700881756160,4777,11569
700890391244103680,528,2106
700864154249383937,586,2463
700847567345688576,469,2341
700796979434098688,882,2313
700747788515020802,8703,21580
700518061187723268,744,2471
700505138482569216,543,2174
700462010979500032,1673,3894
700167517596164096,683,2495
700151421916807169,632,2117
700143752053182464,2534,7127
700062718104104960,642,2506
700029284593901568,544,1974
700002074055016451,1257,3132
699801817392291840,881,2863
699788877217865730,484,2122
699779630832685056,1156,2587
699775878809702401,564,1856
699691744225525762,4312,9735
699446877801091073,2466,5658
699434518667751424,481,2076
699423671849451520,302,1284
699413908797464576,589,1979
699370870310113280,406,1798
699323444782047232,808,2983
699088579889332224,588,2138
699079609774645248,605,2323
699072405256409088,1115,2804
699060279947165696,1681,3542
699036661657767936,1131,2472
698989035503689728,908,3156
698953797952008193,854,2540
698907974262222848,575,2399
698710712454139905,637,2339
698703483621523456,350,1370
698635131305795584,323,1228
698549713696649216,583,2207
698355670425473025,415,1751
698342080612007937,903,2143
698262614669991936,1866,4524
698195409219559425,5611,15931
698178924120031232,698,2669
697995514407682048,318,1445
697990423684476929,1207,3115
697943111201378304,634,2264
697881462549430272,1090,2860
697630435728322560,511,1645
697616773278015490,944,2961
697596423848730625,1176,2858
697575480820686848,472,1935
697516214579523584,1035,1929
697482927769255936,629,2306
697463031882764288,1313,3253
697270446429966336,1762,4479
697259378236399616,938,3126
697255105972801536,1089,2909
697242256848379904,635,2399
696900204696625153,968,2998
696894894812565505,640,2224
696886256886657024,1674,4589
696877980375769088,666,2323
696754882863349760,334,1403
696744641916489729,869,1949
696713835009417216,607,2245
696518437233913856,1624,3718
696490539101908992,134,1153
696488710901260288,957,2377
696405997980676096,1082,3032
696100768806522880,609,1831
695816827381944320,1081,2846
695794761660297217,728,3007
695767669421768709,689,1755
695629776980148225,1956,4317
695446424020918272,1708,4191
695409464418041856,3357,8225
695314793360662529,1348,3431
695095422348574720,575,2519
695074328191332352,1027,2684
695064344191721472,548,1519
695051054296211456,746,2512
694925794720792577,858,2564
694905863685980160,876,2615
694669722378485760,13452,33949
694356675654983680,267,1424
694352839993344000,566,1926
694342028726001664,454,1507
694329668942569472,472,1890
694206574471057408,1915,3926
694183373896572928,871,2791
694001791655137281,963,3230
693993230313091072,378,1790
693942351086120961,343,1661
693647888581312512,546,2548
693644216740769793,118,1292
693642232151285760,392,2420
693629975228977152,746,2325
693622659251335168,350,1461
693590843962331137,1842,4792
693582294167244802,234,1565
693486665285931008,592,1680
693280720173801472,1166,3180
693267061318012928,758,2260
693262851218264065,465,2090
693231807727280129,697,2740
693155686491000832,3003,7481
693109034023534592,569,1615
693095443459342336,427,1763
692919143163629568,714,2578
692905862751522816,818,2306
692901601640583168,560,1665
692894228850999298,740,2138
692828166163931137,832,2731
692752401762250755,3413,6456
692568918515392513,1452,4130
692535307825213440,1279,2989
692530551048294401,384,1753
692423280028966913,205,1398
692417313023332352,3235,8874
692187005137076224,768,2398
692158366030913536,747,2029
692142790915014657,366,1556
692041934689402880,1179,3218
692017291282812928,896,2742
691820333922455552,1541,3764
691793053716221953,3962,7704
691756958957883396,923,2681
691675652215414786,473,1849
691483041324204033,521,2267
691459709405118465,1062,3826
691444869282295808,790,2497
691416866452082688,7157,18343
691321916024623104,622,2449
691096613310316544,830,2832
691090071332753408,317,1640
690989312272396288,2698,5605
690959652130045952,1150,3398
690938899477221376,1811,3869
690932576555528194,943,3108
690735892932222976,1191,3590
690728923253055490,484,2058
690690673629138944,774,2213
690649993829576704,256,1235
690607260360429569,15,286
690597161306841088,570,1842
690400367696297985,423,1789
690374419777196032,795,3067
690360449368465409,825,2512
690348396616552449,481,1415
690248561355657216,387,1593
690021994562220032,963,2655
690015576308211712,684,2364
690005060500217858,1585,3479
689999384604450816,340,1342
689993469801164801,422,1383
689977555533848577,422,1300
689905486972461056,649,2331
689877686181715968,1092,2871
689835978131935233,706,2064
689661964914655233,880,3074
689659372465688576,3610,9811
689623661272240129,599,2106
689599056876867584,5178,11056
689557536375177216,425,1957
689517482558820352,1337,3224
689289219123089408,876,2134
689283819090870273,1033,3093
689280876073582592,661,1876
689275259254616065,233,1090
689255633275777024,1012,2424
689154315265683456,928,2930
689143371370250240,469,1920
688916208532455424,805,2568
688908934925697024,721,1994
688898160958271489,734,1986
688894073864884227,643,2132
688828561667567616,342,1307
688804835492233216,176,915
688789766343622656,625,2107
688547210804498433,657,2458
688519176466644993,685,2205
688385280030670848,4199,8784
688211956440801280,784,2131
688179443353796608,548,2026
688116655151435777,726,2682
688064179421470721,338,1644
687841446767013888,2336,5163
687826841265172480,1048,2601
687818504314159109,896,2348
687807801670897665,672,2258
687732144991551489,619,1668
687704180304273409,787,2306
687664829264453632,482,1841
687494652870668288,541,1806
687480748861947905,226,1519
687476254459715584,501,1879
687460506001633280,507,1959
687399393394311168,578,1801
687317306314240000,8613,19110
687312378585812992,1778,4135
687127927494963200,2115,5135
687124485711986689,475,2076
687109925361856513,2310,5515
687102708889812993,902,2216
687096057537363968,570,2130
686947101016735744,2998,8192
686760001961103360,1302,3331
686749460672679938,1358,3287
686730991906516992,1132,3917
686683045143953408,758,2680
686618349602762752,1275,3512
686606069955735556,511,1798
686394059078897668,646,1645
686386521809772549,827,3083
686377065986265092,531,2103
686358356425093120,617,2054
686286779679375361,1574,3824
686050296934563840,683,2110
686035780142297088,111,1092
686034024800862208,1070,2925
686007916130873345,379,2345
686003207160610816,580,1733
685973236358713344,488,1988
685943807276412928,553,1544
685906723014619143,2679,7087
685681090388975616,115,1938
685667379192414208,525,2234
685663452032069632,1373,3055
685641971164143616,713,2765
685547936038666240,14564,31183
685532292383666176,1083,2883
685325112850124800,3709,8925
685321586178670592,592,2507
685315239903100929,973,3124
685307451701334016,412,1974
685268753634967552,1117,2933
685198997565345792,618,2211
685169283572338688,1333,3896
684969860808454144,343,2268
684959798585110529,2924,6440
684940049151070208,973,3038
684926975086034944,437,3321
684914660081053696,1364,3321
684902183876321280,492,1773
684880619965411328,753,1985
684830982659280897,20345,33199
684800227459624960,937,2586
684594889858887680,3282,8434
684588130326986752,1324,3898
684567543613382656,1136,2845
684538444857667585,886,2506
684481074559381504,1111,3677
684460069371654144,523,1872
684241637099323392,3060,7687
684225744407494656,191,1180
684222868335505415,1270,3626
684200372118904832,978,2037
684195085588783105,475,1806
684188786104872960,1090,3320
684177701129875456,617,1911
684147889187209216,1417,2832
684122891630342144,441,1902
684097758874210310,1340,3901
683857920510050305,1052,3617
683852578183077888,325,1839
683849932751646720,883,2470
683834909291606017,1054,2493
683828599284170753,997,2664
683773439333797890,1258,3166
683742671509258241,3111,6117
683515932363329536,2704,6959
683498322573824003,910,3012
683481228088049664,938,2534
683462770029932544,636,2299
683449695444799489,1501,3670
683391852557561860,2245,7243
683357973142474752,854,2745
683142553609318400,981,2720
683111407806746624,848,3226
683098815881154561,612,2059
683078886620553216,532,1899
683030066213818368,696,2041
682962037429899265,15337,34701
682808988178739200,158,1686
682788441537560576,1047,2347
682750546109968385,409,1438
682697186228989953,342,1248
682662431982772225,1014,2888
682638830361513985,557,1957
682429480204398592,1081,3255
682406705142087680,1638,7162
682393905736888321,619,2122
682389078323662849,441,1586
682303737705140231,914,2899
682259524040966145,1115,3917
682242692827447297,1075,3056
682088079302213632,9186,17226
682059653698686977,1574,4665
682047327939461121,878,3033
682032003584274432,1863,6220
682003177596559360,1413,2947
681981167097122816,956,2655
681891461017812993,767,2335
681694085539872773,3803,12136
681679526984871937,414,1675
681654059175129088,846,2481
681610798867845120,435,1791
681579835668455424,1213,3351
681523177663676416,5370,13484
681340665377193984,253,1558
681339448655802368,3811,8801
681320187870711809,690,2496
681302363064414209,1693,3711
681297372102656000,886,3044
681281657291280384,1027,3056
681261549936340994,247,1369
681242418453299201,491,1403
681231109724700672,457,2284
681193455364796417,1382,3495
680970795137544192,608,2278
680959110691590145,1866,4343
680940246314430465,970,3015
680934982542561280,408,1973
680913438424612864,579,2277
680889648562991104,346,1662
680836378243002368,1236,3267
680805554198020098,625,2030
680801747103793152,763,2246
680798457301471234,964,2677
680609293079592961,651,2483
680583894916304897,1232,3417
680497766108381184,1793,3987
680494726643068929,452,1622
680473011644985345,704,2403
680440374763077632,466,1366
680221482581123072,275,1409
680206703334408192,1087,2679
680191257256136705,466,2030
680176173301628928,1445,3671
680161097740095489,692,2205
680145970311643136,1623,3421
680130881361686529,880,2165
680115823365742593,852,2568
680100725817409536,1294,3396
680085611152338944,8417,12090
680070545539371008,802,2444
679877062409191424,603,1867
679872969355714560,619,2078
679862121895714818,575,2320
679854723806179328,1147,2688
679844490799091713,707,2249
679828447187857408,13024,34111
679777920601223168,1023,2933
679736210798047232,737,1975
679729593985699840,778,2047
679722016581222400,440,1576
679530280114372609,1948,4508
679527802031484928,676,2488
679511351870550016,1175,3160
679503373272485890,1366,2987
679475951516934144,602,1974
679462823135686656,17467,29654
679405845277462528,1107,2235
679158373988876288,7465,19966
679148763231985668,962,2636
679132435750195208,1074,2796
679111216690831360,2405,5592
679062614270468097,7444,15918
679047485189439488,607,2117
679001094530465792,1133,2683
678991772295516161,1068,2138
678969228704284672,423,1543
678800283649069056,841,2413
678798276842360832,1070,3237
678774928607469569,843,2643
678767140346941444,1266,3312
678764513869611008,434,1528
678755239630127104,3034,6656
678740035362037760,1540,3504
678708137298427904,2260,5274
678675843183484930,1358,2676
678643457146150913,372,1933
678446151570427904,1419,3758
678424312106393600,2360,5126
678410210315247616,1666,3956
678399652199309312,29460,75361
678396796259975168,388,1496
678389028614488064,390,1753
678380236862578688,837,2293
678341075375947776,496,1619
678334497360859136,231,1217
678278586130948096,5663,10722
678255464182861824,341,1489
678023323247357953,348,1789
678021115718029313,5817,12726
677961670166224897,1571,3217
677918531514703872,379,1254
677895101218201600,1905,4508
677716515794329600,902,2857
677700003327029250,1332,3188
677698403548192770,295,1152
677687604918272002,780,2336
677673981332312066,1389,3130
677662372920729601,878,1830
677644091929329666,748,1748
677573743309385728,636,1994
677565715327688705,425,1223
677557565589463040,1061,2288
677547928504967168,3407,6487
677530072887205888,211,994
677335745548390400,1612,2843
677334615166730240,259,1263
677331501395156992,216,1018
677328882937298944,1398,3426
677314812125323265,485,1550
677301033169788928,369,1145
677269281705472000,655,1845
677228873407442944,1511,3316
677187300187611136,841,2554
676957860086095872,745,2090
676949632774234114,367,1227
676948236477857792,795,2013
676946864479084545,337,1619
676942428000112642,687,1934
676936541936185344,4571,11912
676916996760600576,1675,2774
676897532954456065,667,2103
676864501615042560,651,1954
676821958043033607,14243,21310
676819651066732545,611,1698
676811746707918848,396,1345
676776431406465024,1859,4660
676617503762681856,881,2693
676613908052996102,184,1017
676606785097199616,399,1774
676603393314578432,355,1083
676593408224403456,1974,4251
676590572941893632,115,861
676588346097852417,723,2143
676582956622721024,253,1106
676575501977128964,1031,2398
676533798876651520,512,1750
676496375194980353,485,1419
676470639084101634,4314,10850
676440007570247681,611,1609
676430933382295552,314,1299
676263575653122048,499,1949
676237365392908289,258,1123
676219687039057920,28511,71311
676215927814406144,529,1617
676191832485810177,951,2113
676146341966438401,611,1798
676121918416756736,1071,2015
676101918813499392,1079,2643
676098748976615425,1294,2764
676089483918516224,405,1220
675898130735476737,521,1499
675891555769696257,783,1977
675888385639251968,869,2196
675878199931371520,1286,3879
675870721063669760,519,1512
675853064436391936,1178,2503
675849018447167488,129,884
675845657354215424,802,2107
675822767435051008,488,1414
675820929667219457,220,978
675798442703122432,3144,9552
675781562965868544,429,1496
675740360753160193,307,1092
675710890956750848,750,1737
675707330206547968,626,1833
675706639471788032,87,601
675534494439489536,375,1707
675531475945709568,346,1100
675522403582218240,257,960
675517828909424640,425,1197
675501075957489664,5370,15951
675497103322386432,1183,2899
675489971617296384,543,1189
675483430902214656,886,1705
675432746517426176,527,1398
675372240448454658,474,1562
675362609739206656,204,977
675354435921575936,15297,30145
675349384339542016,2067,3627
675334060156301312,1174,2551
675166823650848770,1427,3273
675153376133427200,2333,5755
675149409102012420,1550,3445
675147105808306176,207,868
675146535592706048,264,1089
675145476954566656,814,1968
675135153782571009,427,1200
675113801096802304,710,1791
675111688094527488,223,885
675109292475830276,1028,2589
675047298674663426,288,969
675015141583413248,1080,2493
675006312288268288,206,897
675003128568291329,424,1432
674999807681908736,997,2056
674805413498527744,326,786
674800520222154752,779,2769
674793399141146624,987,2293
674790488185167872,226,1018
674788554665512960,188,740
674781762103414784,1082,1847
674774481756377088,427,1009
674767892831932416,713,1670
674764817387900928,208,722
674754018082705410,398,1255
674752233200820224,417,1345
674743008475090944,492,1290
674742531037511680,46,441
674739953134403584,343,999
674737130913071104,81,595
674690135443775488,428,1055
674670581682434048,590,1491
674664755118911488,217,839
674646392044941312,440,1318
674644256330530816,254,957
674638615994089473,534,1550
674632714662858753,520,1380
674606911342424069,89,858
674468880899788800,1843,5729
674447403907457024,321,979
674436901579923456,355,1024
674422304705744896,487,1324
674416750885273600,124,632
674410619106390016,418,1104
674394782723014656,514,1380
674372068062928900,286,788
674330906434379776,69,529
674318007229923329,464,1294
674307341513269249,6259,10448
674291837063053312,5310,13537
674271431610523648,667,1431
674269164442398721,208,840
674265582246694913,760,1502
674262580978937856,402,1213
674255168825880576,489,1341
674082852460433408,150,707
674075285688614912,255,921
674063288070742018,1963,5876
674053186244734976,1171,3041
674051556661161984,444,1333
674045139690631169,581,1299
674042553264685056,115,657
674038233588723717,380,1010
674036086168010753,185,787
674024893172875264,1113,1633
674019345211760640,273,1045
674014384960745472,579,1438
674008982932058114,319,1112
673956914389192708,871,1803
673919437611909120,336,1081
673906403526995968,1495,2930
673887867907739649,230,866
673716320723169284,686,2842
673715861853720576,1860,3234
673711475735838725,272,962
673709992831262724,241,774
673708611235921920,261,986
673707060090052608,353,1017
673705679337693185,368,1159
673700254269775872,517,1316
673697980713705472,1749,3625
673689733134946305,591,1595
673688752737402881,448,1159
673686845050527744,391,1314
673680198160809984,424,1256
673662677122719744,337,1159
673656262056419329,211,666
673636718965334016,329,1024
673612854080196609,650,1466
673583129559498752,324,1102
673580926094458881,248,763
673576835670777856,505,1268
673363615379013632,273,950
673359818736984064,612,1327
673355879178194945,512,1379
673352124999274496,485,1531
673350198937153538,190,700
673345638550134785,1141,2290
673343217010679808,245,887
673342308415348736,512,1171
673320132811366400,7081,12307
673317986296586240,225,806
673295268553605120,2849,6909
673270968295534593,326,979
673240798075449344,636,1307
673213039743795200,755,2037
673148804208660480,566,1545
672997845381865473,640,1802
672995267319328768,263,866
672988786805112832,264,899
672984142909456390,492,1148
672980819271634944,914,1667
672975131468300288,813,1538
672970152493887488,321,866
672968025906282496,488,1221
672964561327235073,579,1293
672902681409806336,446,1263
672898206762672129,379,821
672884426393653248,760,1411
672877615439593473,321,939
672834301050937345,516,1198
672828477930868736,438,1135
672640509974827008,286,903
672622327801233409,435,1182
672614745925664768,527,1117
672609152938721280,350,1002
672604026190569472,357,1001
672594978741354496,550,1206
672591762242805761,299,870
672591271085670400,170,660
672538107540070400,325,929
672523490734551040,151,566
672488522314567680,391,1021
672482722825261057,540,1028
672481316919734272,118,661
672475084225949696,633,1325
672466075045466113,474,1232
672272411274932228,3044,5891
672267570918129665,552,1356
672264251789176834,301,1033
672256522047614977,1372,2588
672254177670729728,675,1310
672248013293752320,538,1582
672245253877968896,140,622
672239279297454080,288,826
672231046314901505,915,1670
672222792075620352,185,721
672205392827572224,1038,2055
672169685991993344,332,936
672160042234327040,317,801
672139350159835138,628,1597
672125275208069120,1028,2172
672095186491711488,335,899
672082170312290304,331,860
672068090318987265,462,1177
671896809300709376,3778,7810
671891728106971137,509,1202
671882082306625538,1253,3203
671879137494245376,597,1292
671874878652489728,500,1144
671866342182637568,438,1030
671855973984772097,391,822
671789708968640512,3111,6495
671768281401958400,447,1086
671763349865160704,810,1529
671744970634719232,693,1244
671743150407421952,212,690
671735591348891648,679,1324
671729906628341761,3919,7746
671561002136281088,6522,11701
671550332464455680,189,832
671547767500775424,524,1235
671544874165002241,924,1789
671542985629241344,506,989
671538301157904385,346,852
671536543010570240,366,1075
671533943490011136,519,921
671528761649688577,231,768
671520732782923777,473,1264
671518598289059840,264,861
671511350426865664,625,1459
671504605491109889,3232,6399
671497587707535361,410,846
671488513339211776,434,913
671486386088865792,178,528
671485057807351808,211,700
671390180817915904,675,1313
671362598324076544,268,1015
671357843010908160,141,362
671355857343524864,109,442
671347597085433856,381,869
671186162933985280,187,661
671182547775299584,298,1009
671166507850801152,310,796
671163268581498880,997,1497
671159727754231808,72,323
671154572044468225,197,642
671151324042559489,137,598
671147085991960577,199,599
671141549288370177,589,1052
671138694582165504,360,839
671134062904504320,170,669
671122204919246848,2264,3166
671115716440031232,699,1248
671109016219725825,393,1041
670995969505435648,259,996
670842764863651840,7803,22630
670840546554966016,171,533
670838202509447168,615,1013
670833812859932673,113,389
670832455012716544,193,665
670826280409919488,3626,5018
670823764196741120,167,699
670822709593571328,87,554
670815497391357952,1375,2876
670811965569282048,241,1024
670807719151067136,443,1070
670804601705242624,855,1790
670803562457407488,81,312
670797304698376195,211,675
670792680469889025,244,754
670789397210615808,215,600
670786190031921152,180,547
670783437142401025,344,758
670782429121134593,692,1404
670780561024270336,260,725
670778058496974848,65,306
670764103623966721,385,991
670755717859713024,95,400
670733412878163972,463,878
670727704916926465,323,760
670717338665226240,433,1090
670704688707301377,333,709
670691627984359425,218,535
670679630144274432,252,679
670676092097810432,37,223
670668383499735048,4470,9728
670474236058800128,662,1380
670468609693655041,80,327
670465786746662913,491,887
670452855871037440,181,501
670449342516494336,581,1102
670444955656130560,1787,6196
670442337873600512,182,589
670435821946826752,459,968
670434127938719744,580,1294
670433248821026816,102,302
670428280563085312,552,1277
670427002554466305,146,479
670421925039075328,575,1186
670420569653809152,279,560
670417414769758208,292,519
670411370698022913,803,1844
670408998013820928,197,501
670403879788544000,136,390
670385711116361728,184,510
670374371102445568,247,686
670361874861563904,59,297
670338931251150849,100,392
670319130621435904,1102,3563
670303360680108032,116,400
670290420111441920,259,639
670093938074779648,297,941
670086499208155136,226,636
670079681849372674,1093,2021
670073503555706880,701,1419
670069087419133954,213,568
670061506722140161,300,686
670055038660800512,291,607
670046952931721218,159,588
670040295598354432,101,683
670037189829525505,248,537
670003130994700288,83,301
669993076832759809,74,297
669972011175813120,138,406
669970042633789440,49,278
669942763794931712,143,458
669926384437997569,87,348
669923323644657664,53,212
669753178989142016,354,731
669749430875258880,60,232
669684865554620416,78,460
669683899023405056,98,346
669682095984410625,123,319
669680153564442624,257,608
669661792646373376,381,734
669625907762618368,1625,3218
669603084620980224,327,871
669597912108789760,137,464
669583744538451968,834,1358
669573570759163904,125,398
669571471778410496,916,1453
669567591774625800,47,213
669564461267722241,108,355
669393256313184256,65,324
669375718304980992,650,1211
669371483794317312,155,446
669367896104181761,137,413
669363888236994561,207,567
669359674819481600,109,340
669354382627049472,1135,2458
669353438988365824,234,575
669351434509529089,166,395
669328503091937280,380,929
669327207240699904,111,522
669324657376567296,190,450
669216679721873412,361,1089
669214165781868544,142,396
669203728096960512,418,914
669037058363662336,278,593
669015743032369152,332,672
669006782128353280,218,526
669000397445533696,5688,19138
668994913074286592,201,393
668992363537309700,304,669
668989615043424256,299,609
668988183816871936,408,822
668986018524233728,147,498
668981893510119424,271,496
668979806671884288,307,725
668975677807423489,519,1178
668967877119254528,20,131
668960084974809088,220,641
668955713004314625,65,249
668932921458302977,53,231
668902994700836864,90,289
668892474547511297,132,365
668872652652679168,274,487
668852170888998912,145,417
668826086256599040,118,389
668815180734689280,233,511
668779399630725120,335,652
668655139528511488,196,485
668645506898350081,471,803
668643542311546881,462,805
668641109086707712,483,971
668636665813057536,447,946
668633411083464705,1427,2544
668631377374486528,287,646
668627278264475648,100,289
668625577880875008,114,347
668623201287675904,670,1282
668620235289837568,36,187
668614819948453888,284,562
668587383441514497,965,1532
668567822092664832,49,215
668544745690562560,203,464
668542336805281792,188,412
668537837512433665,63,231
668528771708952576,198,421
668507509523615744,92,293
668496999348633600,118,369
668484198282485761,214,381
668480044826800133,131,412
668466899341221888,459,802
668297328638447616,263,572
668291999406125056,29,222
668286279830867968,124,457
668274247790391296,208,749
668268907921326080,210,500
668256321989451776,536,1183
668248472370458624,418,866
668237644992782336,2527,5618
668226093875376128,90,263
668221241640230912,176,463
668204964695683073,177,509
668190681446379520,179,592
668171859951755264,165,441
668154635664932864,282,457
668142349051129856,251,527
668113020489474048,212,608
667937095915278337,716,1133
667924896115245057,97,270
667915453470232577,49,191
667911425562669056,260,443
667902449697558528,347,782
667886921285246976,952,1695
667885044254572545,417,752
667878741721415682,106,360
667873844930215936,364,570
667866724293877760,926,2778
667861340749471744,73,226
667832474953625600,56,266
667806454573760512,442,955
667801013445750784,83,292
667793409583771648,301,631
667782464991965184,220,372
667773195014021121,46,212
667766675769573376,196,389
667728196545200128,134,336
667724302356258817,283,437
667550904950915073,29,0
667550882905632768,26,0
667549055577362432,2014,5239
667546741521195010,113,311
667544320556335104,478,783
667538891197542400,59,186
667534815156183040,470,739
667530908589760512,216,424
667524857454854144,1004,1542
667517642048163840,174,339
667509364010450944,1903,6218
667502640335572993,198,496
667495797102141441,238,474
667491009379606528,199,469
667470559035432960,87,230
667455448082227200,55,177
667453023279554560,78,287
667443425659232256,513,698
667437278097252352,211,408
667435689202614272,79,279
667405339315146752,200,424
667393430834667520,51,174
